date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
05-23,14.0818181818,24.26,30.55,14.8,28.1,17.8583333333,22.075,21.675,13.0333333333,13.4583333333,22.85,26.4416666667,35.8916666667,18.3166666667,29.475,7.4416666667,18.175,25.2083333333,14.0416666667,8.275,22.6,5.75,17.925,15.5083333333,30.9833333333,8.6166666667,11.8416666667,25.25,18.5071428571,22.83125,15.55625,14.25,15.88125,9.96875,15.4625,16.79375,22.55625,6.15,24.8625,19.83125,9.8333333333,11.65,27.51875,18.0625,9.06875,15.0375,8.7975,14.1154545455,22.59125,27.8675,5.75,17.46875,17.925,35.8916666667
05-24,14.0909090909,24.29,30.55,14.8181818182,28.1416666667,17.8583333333,22.075,21.6833333333,13.0333333333,13.4583333333,22.85,26.725,35.8916666667,18.325,29.475,7.4416666667,18.1833333333,25.2416666667,14.0416666667,8.2833333333,22.625,5.75,17.9416666667,15.5083333333,30.9833333333,8.6166666667,11.8416666667,26.0583333333,18.6928571429,22.8375,15.56875,14.25,15.88125,9.96875,15.48125,16.79375,22.55625,6.15,25.08125,19.84375,9.8466666667,11.65,27.51875,18.05,9.06875,15.0375,8.7975,14.1227272727,22.61125,27.8925,5.75,17.525,17.9416666667,35.8916666667
05-25,14.0909090909,24.3,30.55,14.8181818182,28.1416666667,17.8583333333,22.075,21.6833333333,13.0333333333,13.4666666667,22.85,26.8083333333,35.9333333333,18.5916666667,29.4916666667,7.4416666667,18.1833333333,25.275,14.0416666667,8.2833333333,22.6416666667,5.75,17.9416666667,15.5083333333,30.9833333333,8.6166666667,11.8416666667,26.1166666667,18.7642857143,22.8375,15.56875,14.25,15.88125,9.975,15.48125,16.79375,22.55625,6.15,25.1,19.85,9.86,11.65,27.51875,18.05,9.06875,15.05,8.7975,14.1227272727,22.6245833333,27.8925,5.75,17.59375,17.9416666667,35.9333333333
05-26,14.0909090909,24.32,30.55,14.8272727273,28.1416666667,17.8583333333,22.075,21.6833333333,13.0333333333,13.4666666667,22.85,27.0083333333,35.9333333333,18.9583333333,29.4916666667,7.4416666667,18.2,25.2833333333,14.0416666667,8.2833333333,22.6416666667,5.75,17.95,15.5083333333,30.9833333333,8.6166666667,11.8416666667,26.1333333333,18.7857142857,22.85625,15.56875,14.2625,15.88125,9.975,15.4875,16.79375,22.55625,6.15,25.1125,19.85,9.8666666667,11.65,27.51875,18.05625,9.06875,15.64375,8.7975,14.1252272727,22.6245833333,27.8925,5.75,17.63125,17.95,35.9333333333
05-27,14.0909090909,24.32,30.55,14.8363636364,28.1416666667,17.8583333333,22.0833333333,21.6833333333,13.0333333333,13.4666666667,22.85,27.325,35.9333333333,19.0166666667,29.55,7.45,18.2,25.2833333333,14.0583333333,8.2833333333,22.6583333333,5.75,17.9583333333,15.5083333333,30.9833333333,8.6166666667,11.8416666667,26.1333333333,18.8142857143,22.8625,15.575,14.2625,15.8875,9.975,15.4875,16.79375,22.55625,6.15,25.15,19.875,9.8666666667,11.65,27.525,18.05,9.06875,15.675,8.7975,14.1252272727,22.6379166667,27.895,5.75,17.65,17.9583333333,35.9333333333
05-28,13.71,24.38,30.55,14.8363636364,28.1416666667,17.8666666667,22.0833333333,21.7083333333,13.0333333333,13.475,22.85,27.7,35.9333333333,19.0583333333,29.575,7.4583333333,18.2666666667,25.2833333333,14.0583333333,8.2833333333,22.6583333333,5.75,17.9916666667,15.5083333333,31.0083333333,8.6166666667,11.85,26.1666666667,18.8357142857,22.875,15.5875,14.2625,15.8875,9.9875,15.4875,16.8,22.55625,6.15,25.2125,19.875,9.8666666667,11.65,27.525,18.05,9.06875,15.64375,8.7975,14.0991666667,22.6379166667,27.965,5.75,17.675,17.9916666667,35.9333333333
05-29,13.89,24.41,30.55,14.8363636364,28.1416666667,17.875,22.0833333333,21.7083333333,13.0333333333,13.7916666667,22.85,27.9,35.9333333333,19.0666666667,29.6333333333,7.4583333333,18.2916666667,25.3,14.0666666667,8.2833333333,22.6583333333,5.775,17.9916666667,15.5083333333,31.025,8.6166666667,11.85,26.1666666667,18.8642857143,22.875,15.5875,14.2625,15.89375,9.9875,15.4875,16.8,22.55625,6.15,25.225,19.9,9.8666666667,11.65,27.525,18.05,9.06875,15.675,8.7975,14.1058333333,22.6379166667,28.045,5.775,17.6875,17.9916666667,35.9333333333
05-30,14.01,24.41,30.65,14.8363636364,28.1666666667,17.8833333333,22.0833333333,21.725,13.0333333333,13.85,22.85,28.2166666667,35.9333333333,19.075,29.6583333333,7.4916666667,18.325,25.3083333333,14.1083333333,8.2833333333,22.6666666667,5.8,18,15.5083333333,31.025,8.625,11.85,26.1666666667,18.9071428571,22.875,15.59375,14.2625,15.89375,9.9875,15.4875,16.8,22.5625,6.15,25.23125,19.90625,9.8666666667,11.65,27.525,18.05,9.075,15.70625,8.805,14.1391666667,22.6458333333,28.1966666667,5.8,17.69375,18,35.9333333333
05-31,14.12,24.42,30.67,14.8454545455,28.1916666667,18.0583333333,22.0833333333,21.725,13.0333333333,13.8666666667,22.85,28.4333333333,35.9333333333,19.0833333333,29.6583333333,7.4916666667,18.3333333333,25.3166666667,14.1083333333,8.2833333333,22.6666666667,5.8166666667,18.0666666667,15.5083333333,31.025,8.625,11.85,26.175,19.0357142857,22.875,15.59375,14.2625,15.89375,9.9875,15.4875,16.80625,22.6,6.15,25.23125,19.93125,9.8666666667,11.65,27.53125,18.05,9.075,15.6875,8.805,14.1485,22.6533333333,28.3366666667,5.8166666667,17.75625,18.0583333333,35.9333333333
06-01,14.32,24.43,30.69,14.8454545455,28.1916666667,18.1583333333,22.1083333333,21.725,13.0333333333,13.8666666667,22.85,28.4583333333,35.9333333333,19.0916666667,29.6583333333,7.4916666667,18.3333333333,25.3333333333,14.1083333333,8.2833333333,22.6666666667,5.8166666667,18.0833333333,15.5083333333,31.0666666667,8.6333333333,11.8583333333,26.175,19.0571428571,22.875,15.59375,14.2625,15.89375,9.9875,15.4875,16.80625,22.64375,6.15,25.2375,19.93125,9.8666666667,11.65,27.59375,18.05,9.075,15.68125,8.81,14.274,22.6620833333,28.3516666667,5.8166666667,17.7625,18.0833333333,35.9333333333
06-02,14.37,24.43,30.69,14.8454545455,28.1916666667,18.2916666667,22.1083333333,21.7333333333,13.0333333333,13.8666666667,22.975,28.4583333333,35.9333333333,19.0916666667,29.6583333333,7.5,18.3333333333,25.35,14.1333333333,8.2916666667,22.675,5.8166666667,18.1083333333,15.5083333333,31.0833333333,8.6666666667,11.875,26.1833333333,19.0642857143,22.875,15.59375,14.2625,15.89375,9.9875,15.4875,16.80625,22.65625,6.15,25.2375,19.93125,9.8666666667,11.65625,27.61875,18.05,9.16875,15.65,8.8675,14.284,22.67125,28.3516666667,5.8166666667,17.78125,18.1083333333,35.9333333333
06-03,14.38,24.45,30.7,14.8545454545,28.1916666667,18.35,22.125,21.75,13.0333333333,13.8666666667,22.9916666667,28.55,35.9333333333,19.0916666667,29.6583333333,7.5,18.3333333333,25.375,14.325,8.2916666667,22.6833333333,5.8166666667,18.125,15.5083333333,31.0833333333,8.6666666667,11.875,26.1833333333,19.0785714286,22.875,15.59375,14.2625,15.89375,9.9875,15.49375,16.8125,22.675,6.15,25.2375,19.93125,9.8733333333,11.65,27.6375,18.05,9.53125,15.65625,9.0125,14.336,22.6816666667,28.4066666667,5.8166666667,17.78125,18.125,35.9333333333
06-04,14.39,24.45,30.7,14.8727272727,28.2166666667,18.5,22.125,21.75,13.0333333333,13.8666666667,23.0083333333,28.625,35.9333333333,19.1,29.6833333333,7.5,18.3333333333,25.3833333333,14.3416666667,8.3166666667,22.6833333333,5.8166666667,18.125,15.5083333333,31.0833333333,8.7,11.8833333333,26.1833333333,19.0785714286,22.88125,15.59375,14.26875,15.9,9.9875,15.49375,16.8125,22.675,6.15,25.25,19.93125,9.8733333333,11.65,27.6875,18.05,9.5875,15.6625,9.055,14.3513333333,22.6816666667,28.4616666667,5.8166666667,17.78125,18.125,35.9333333333
06-05,14.4,24.45,30.7,14.8727272727,28.425,18.525,22.1416666667,21.7666666667,13.0333333333,13.875,23.0083333333,28.6666666667,35.9333333333,19.1083333333,29.6833333333,7.5083333333,18.3333333333,25.4416666667,14.3416666667,8.3333333333,22.6916666667,5.8166666667,18.125,15.5083333333,31.0833333333,8.7,11.8833333333,26.1833333333,19.0785714286,22.89375,15.59375,14.26875,15.9,9.9875,15.51875,16.8125,22.68125,6.15,25.275,19.93125,9.8733333333,11.65,27.725,18.05,9.7625,15.625,9.125,14.3533333333,22.6895833333,28.57,5.8166666667,17.7875,18.125,35.9333333333
06-06,14.42,24.45,30.7,14.8727272727,28.425,18.575,22.1583333333,21.7666666667,13.0333333333,13.875,23.0166666667,28.6666666667,35.9416666667,19.1083333333,29.6833333333,7.5083333333,18.3416666667,25.4666666667,14.4,8.3333333333,22.6916666667,5.825,18.125,15.5083333333,31.0833333333,8.7,11.8833333333,26.1833333333,19.0785714286,22.89375,15.59375,14.26875,15.9,9.9875,16.05625,16.8125,22.68125,6.15,25.275,19.93125,9.8733333333,11.65,27.73125,18.04375,9.78125,15.6125,9.1325,14.404,22.6895833333,28.57,5.825,17.85,18.125,35.9416666667
06-07,14.42,24.45,30.7,14.8727272727,28.4416666667,18.5916666667,22.1583333333,21.7666666667,13.0333333333,13.8833333333,23.025,28.675,36.0583333333,19.1083333333,29.6833333333,7.5083333333,18.3666666667,25.4833333333,14.45,8.35,22.7,5.8416666667,18.125,15.5083333333,31.0833333333,8.7,11.8833333333,26.1833333333,19.0785714286,22.89375,15.59375,14.26875,15.9,9.9875,16.23125,16.8125,22.68125,6.15,25.28125,19.9375,9.8733333333,11.65,27.74375,18.04375,9.78125,15.60625,9.1325,14.426,22.69625,28.5816666667,5.8416666667,17.89375,18.125,36.0583333333
06-08,14.42,24.45,30.7,14.8909090909,28.4583333333,18.5916666667,22.325,21.7666666667,13.0333333333,13.8833333333,23.025,28.8666666667,36.0583333333,19.1083333333,29.6833333333,7.5083333333,18.5,25.4916666667,14.475,8.35,22.7,5.85,18.125,15.5083333333,31.0833333333,8.7333333333,11.8833333333,26.1833333333,19.0785714286,22.89375,15.59375,14.26875,15.9,9.9875,16.24375,16.8125,22.7125,6.15,25.28125,19.9375,9.8733333333,11.65625,27.75625,18.04375,9.7875,15.625,9.155,14.431,22.71,28.7033333333,5.85,17.9125,18.125,36.0583333333
06-09,14.42,24.45,30.71,14.9090909091,28.525,18.5916666667,22.5,21.7666666667,13.0333333333,13.8916666667,23.0416666667,28.875,36.0583333333,19.1083333333,29.6916666667,7.5083333333,18.6416666667,25.4916666667,14.4833333333,8.3666666667,22.7,5.8666666667,18.125,15.5083333333,31.0833333333,8.8416666667,11.8833333333,26.1833333333,19.0928571429,22.89375,15.59375,14.26875,15.9,9.9875,16.25625,16.8125,22.7125,6.15,25.28125,19.94375,9.8733333333,11.65625,27.75625,18.04375,9.79375,15.61875,9.2225,14.4326666667,22.71,28.735,5.8666666667,17.925,18.125,36.0583333333
06-10,14.42,24.46,30.71,14.9181818182,28.55,18.5916666667,22.5083333333,21.7666666667,13.0333333333,14.0833333333,23.0666666667,28.9916666667,36.0583333333,19.1166666667,29.6916666667,7.5083333333,18.725,25.4916666667,14.4833333333,8.4,22.7,5.8666666667,18.125,15.5083333333,31.0916666667,8.8583333333,11.8833333333,26.2,19.2071428571,22.89375,15.59375,14.26875,15.9,10.0125,16.3375,16.8125,22.7125,6.15,25.28125,19.94375,9.8733333333,11.6625,27.76875,18.05,9.79375,15.625,9.2325,14.4326666667,22.71,28.815,5.8666666667,17.9375,18.125,36.0583333333
06-11,14.42,24.46,30.72,14.9181818182,28.5583333333,18.5916666667,22.55,21.7666666667,13.0333333333,14.175,23.1333333333,29,36.0583333333,19.1166666667,29.7,7.5083333333,18.7833333333,25.5583333333,14.4833333333,8.4,22.7,5.8666666667,18.125,15.5083333333,31.0916666667,8.8666666667,11.8833333333,26.2166666667,19.2642857143,22.89375,15.59375,14.275,15.9,10.025,16.38125,17.16875,22.71875,6.15,25.28125,19.975,9.8733333333,11.6625,27.8125,18.04375,9.79375,15.6125,9.2375,14.4326666667,22.715,28.8233333333,5.8666666667,18.03125,18.125,36.0583333333
06-12,14.42,24.46,30.72,14.9181818182,28.5666666667,18.5916666667,22.5833333333,21.7666666667,13.0333333333,14.2666666667,23.25,29,36.0583333333,19.1333333333,29.7,7.5166666667,18.825,25.5583333333,14.4916666667,8.4083333333,22.7083333333,5.8666666667,18.125,15.5083333333,31.15,8.8666666667,12.0583333333,26.2416666667,19.2642857143,22.925,15.59375,14.275,15.9,10.025,16.3875,17.1875,22.71875,6.15,25.28125,20.03125,9.8733333333,11.7,27.81875,18.04375,9.78125,,9.2325,14.4343333333,22.7166666667,28.8266666667,5.8666666667,18.05,18.125,36.0583333333
06-13,14.42,24.46,30.73,14.9181818182,28.575,18.6083333333,22.6166666667,21.7666666667,13.0333333333,14.2666666667,23.4583333333,29,36.0833333333,19.1333333333,29.7,7.5166666667,18.8416666667,25.5583333333,14.4916666667,8.4166666667,22.7166666667,5.8666666667,18.125,15.5083333333,31.1666666667,8.8666666667,12.0833333333,26.25,19.2714285714,22.95,15.6,14.275,15.90625,10.025,16.4,17.1875,22.71875,6.15,25.28125,20.03125,9.8733333333,11.70625,27.81875,18.04375,9.78125,,9.2325,14.4343333333,22.7183333333,28.83,5.8666666667,18.05,18.125,36.0833333333
06-14,14.42,24.46,30.73,14.9181818182,28.5833333333,18.6083333333,22.625,21.7833333333,13.0333333333,14.2666666667,23.4583333333,29,36.1083333333,19.1333333333,29.7,7.5166666667,18.8666666667,25.5583333333,14.4916666667,8.425,22.7166666667,5.8833333333,18.125,15.5083333333,31.1833333333,8.8666666667,12.0833333333,26.25,19.2785714286,22.95,15.6,14.275,15.90625,10.025,16.40625,17.19375,22.71875,6.15,25.28125,20.05625,9.8733333333,11.71875,27.81875,18.03125,9.78125,,9.2325,14.4343333333,22.7183333333,28.8333333333,5.8833333333,18.0625,18.125,36.1083333333
06-15,14.42,24.46,30.73,14.9272727273,28.5916666667,18.625,22.6416666667,21.8,13.05,14.275,23.4583333333,29,36.1583333333,19.1333333333,29.7,7.5333333333,18.8666666667,25.5583333333,14.5,8.425,22.7666666667,5.8833333333,18.1333333333,15.5083333333,31.1833333333,8.8666666667,12.0833333333,26.25,19.2785714286,22.95,15.625,14.275,15.90625,10.025,16.44375,17.2,22.71875,6.15,25.28125,20.05625,9.8733333333,11.71875,27.825,18.04375,9.78125,,9.2325,14.436,22.7570833333,28.8366666667,5.8833333333,18.0625,18.1333333333,36.1583333333
06-16,14.42,24.46,30.73,14.9272727273,28.5916666667,18.625,22.6583333333,21.8,13.05,14.2833333333,23.4583333333,29,36.175,19.1333333333,29.7,7.5333333333,18.8666666667,25.575,14.5083333333,8.425,22.7666666667,5.8833333333,18.1333333333,15.5083333333,31.1833333333,8.8666666667,12.0833333333,26.25,19.2785714286,22.95625,15.625,14.275,15.925,10.025,16.46875,17.20625,22.71875,6.15,25.28125,20.05625,9.8733333333,11.71875,27.83125,18.04375,9.78125,,9.2325,14.4376666667,22.7570833333,28.8366666667,5.8833333333,18.0625,18.1333333333,36.175
06-17,14.42,24.46,30.73,14.9272727273,28.5916666667,18.6583333333,22.675,21.8333333333,13.05,14.2833333333,23.4583333333,29,36.175,19.1333333333,29.7166666667,7.55,18.8916666667,25.575,14.55,8.4333333333,22.775,5.8833333333,18.1666666667,15.5083333333,31.1833333333,8.8666666667,12.0833333333,26.25,19.2785714286,22.95625,15.63125,14.275,15.925,10.0375,16.48125,17.2125,22.71875,6.30625,25.28125,20.05625,9.88,11.74375,27.83125,18.04375,9.78125,,9.2325,14.446,22.76375,28.8366666667,5.8833333333,18.08125,18.1666666667,36.175
06-18,14.42,24.46,30.73,14.9363636364,28.5916666667,18.6583333333,22.675,21.85,13.0666666667,14.2833333333,23.4666666667,29,36.175,19.1333333333,29.725,7.55,18.9166666667,25.575,14.575,8.475,22.7833333333,5.8833333333,18.1916666667,15.5083333333,31.1833333333,8.8666666667,12.0833333333,26.25,19.2785714286,22.95625,15.63125,14.275,15.925,10.0375,16.48125,17.2125,22.71875,6.3125,25.28125,20.05625,9.8933333333,11.7625,27.85,18.05,9.78125,,9.2325,14.451,22.7704166667,28.8366666667,5.8833333333,18.09375,18.1916666667,36.175
06-19,14.42,24.46,30.73,14.9363636364,28.5916666667,18.6583333333,22.7083333333,21.8833333333,13.0666666667,14.2833333333,23.475,29,36.175,19.1333333333,29.725,7.575,18.9166666667,25.575,14.6083333333,8.5416666667,22.7833333333,5.8833333333,18.1916666667,15.5083333333,31.1833333333,8.8666666667,12.0833333333,26.25,19.2785714286,22.95625,15.63125,14.275,15.925,10.0375,16.48125,17.225,22.71875,6.325,25.28125,20.05625,9.8933333333,11.88125,27.85,18.05625,9.78125,,9.2325,14.4576666667,22.7704166667,28.8366666667,5.8833333333,18.09375,18.1916666667,36.175
06-20,14.42,24.46,30.73,14.9818181818,28.6333333333,18.6583333333,22.7083333333,21.9083333333,13.0666666667,14.2833333333,23.475,29,36.1916666667,19.425,29.725,7.5833333333,18.9333333333,25.5833333333,14.6333333333,8.6583333333,22.7833333333,5.8833333333,18.1916666667,15.5083333333,31.1916666667,8.8666666667,12.0833333333,26.25,19.3214285714,22.95625,15.63125,14.275,15.925,10.0375,16.48125,17.225,22.71875,6.35625,25.28125,20.0625,9.9066666667,11.9125,27.85,18.05,9.78125,,9.2325,14.4626666667,22.7704166667,28.8533333333,5.8833333333,18.125,18.1916666667,36.1916666667
06-21,14.42,24.46,30.73,14.9909090909,28.6583333333,18.675,22.7083333333,21.9166666667,13.0666666667,14.2833333333,23.4833333333,29,36.1916666667,19.5666666667,29.725,7.5833333333,18.9416666667,25.5833333333,14.6916666667,8.7833333333,22.7833333333,5.8833333333,18.1916666667,15.5083333333,31.2,8.8666666667,12.0916666667,26.2583333333,19.3357142857,22.95625,15.63125,14.275,15.925,10.0375,16.48125,17.225,22.71875,6.36875,25.28125,20.06875,9.9066666667,11.9125,27.85,18.08125,9.78125,,9.2325,14.4743333333,22.7704166667,28.8633333333,5.8833333333,18.15,18.1916666667,36.1916666667
06-22,14.42,24.47,30.73,14.9909090909,28.675,18.675,22.7083333333,21.925,13.0666666667,14.2833333333,23.4833333333,29,36.225,19.7833333333,29.7333333333,7.5916666667,18.9416666667,25.5833333333,14.7083333333,8.875,22.825,5.8833333333,18.1916666667,15.5083333333,31.2333333333,8.8666666667,12.0916666667,26.2833333333,19.3428571429,22.95625,15.64375,14.275,15.925,10.04375,16.4875,17.25,22.71875,6.38125,25.28125,20.06875,9.9066666667,12.0875,27.85625,18.075,9.78125,,9.2375,14.4776666667,22.80375,28.87,5.8833333333,18.2,18.1916666667,36.225
06-23,14.42,24.47,30.75,15,28.675,18.6916666667,22.7416666667,21.9583333333,13.0666666667,14.2833333333,23.4833333333,29,36.225,19.8583333333,29.7333333333,7.5916666667,18.95,25.5916666667,14.7166666667,8.9,22.8583333333,5.8833333333,18.1916666667,15.5083333333,31.2416666667,8.8666666667,12.0916666667,26.3,19.3428571429,22.95625,15.65,14.275,15.925,10.04375,16.4875,17.25,22.71875,6.38125,25.28125,20.06875,9.9066666667,12.1875,27.85625,18.325,9.7875,,9.255,14.4793333333,22.835,28.87,5.8833333333,18.2125,18.325,36.225
06-24,14.42,24.48,30.82,15.0181818182,28.675,18.7916666667,22.7833333333,21.9916666667,13.0666666667,14.2833333333,23.4833333333,29,36.2333333333,19.9,29.7333333333,7.5916666667,18.9666666667,25.5916666667,14.7166666667,9,23,5.8833333333,18.1916666667,15.5083333333,31.2916666667,8.8666666667,12.0916666667,26.3,19.5142857143,22.95625,15.65,14.275,15.925,10.04375,16.49375,17.25,22.71875,6.38125,25.28125,20.06875,9.9733333333,12.35625,27.8625,18.4375,9.79375,,9.3175,14.4793333333,22.9216666667,28.87,5.8833333333,18.2375,18.4375,36.2333333333
06-25,14.42,24.48,30.9,15.0727272727,28.675,19,22.8083333333,22.1666666667,13.0666666667,14.2833333333,23.4916666667,29,36.2583333333,19.9166666667,29.7333333333,7.5916666667,18.975,25.6,14.725,9.025,23.0416666667,5.8833333333,18.1916666667,15.5083333333,31.3,8.8833333333,12.1,26.3166666667,19.5357142857,22.9875,15.675,14.275,15.925,10.04375,16.55,17.2625,22.725,6.38125,25.28125,20.06875,10.0133333333,12.56875,27.8625,18.78125,9.79375,,9.3325,14.481,22.9516666667,28.87,5.8833333333,18.2375,18.78125,36.2583333333
06-26,14.46,24.48,30.94,15.2181818182,28.675,19.0416666667,22.8333333333,22.3416666667,13.0666666667,14.2833333333,23.4916666667,29,36.3166666667,19.9166666667,29.7333333333,7.6166666667,18.9833333333,25.6,14.7916666667,9.0583333333,23.0833333333,5.8833333333,18.2916666667,15.5083333333,31.3083333333,8.8833333333,12.1,26.325,19.6357142857,23.01875,15.675,14.275,15.925,10.04375,16.625,17.2625,22.79375,6.38125,25.2875,20.075,10.02,12.775,27.86875,19.10625,9.79375,,9.3525,14.5263333333,22.9816666667,28.87,5.8833333333,18.25625,18.9833333333,36.3166666667
06-27,14.52,24.48,30.96,15.4181818182,28.675,19.05,22.8916666667,22.4333333333,13.0666666667,14.2833333333,23.4916666667,29.0083333333,36.3166666667,19.9166666667,29.75,7.625,18.9833333333,25.6,14.8,9.0583333333,23.125,5.8916666667,18.2916666667,15.5166666667,31.3083333333,8.9416666667,12.1,26.35,19.7,23.01875,15.675,14.28125,15.925,10.05,16.625,17.35625,22.83125,6.38125,25.2875,20.08125,10.02,13.0125,27.86875,19.1875,9.79375,,9.3525,14.576,22.9933333333,28.875,5.8916666667,18.28125,18.9833333333,36.3166666667
06-28,14.74,24.48,30.96,15.4636363636,28.675,19.1166666667,22.9416666667,22.4666666667,13.0666666667,14.2833333333,23.4916666667,29.0083333333,36.3166666667,19.925,29.7666666667,7.6333333333,18.9833333333,25.6,14.8,9.1583333333,23.1666666667,5.8916666667,18.3166666667,15.525,31.3083333333,9.0166666667,12.1,26.35,19.7071428571,23.0625,15.68125,14.33125,15.925,10.05,16.7375,17.4,22.8375,6.38125,25.2875,20.08125,10.0266666667,13.175,27.86875,19.44375,9.79375,,9.4125,14.752,23.0383333333,28.875,5.8916666667,18.30625,18.9833333333,36.3166666667
06-29,14.95,24.51,30.96,15.5818181818,28.6833333333,19.1333333333,22.9583333333,22.6333333333,13.0666666667,14.3,23.4916666667,29.0083333333,36.3166666667,19.925,29.7916666667,7.7,18.9833333333,25.6,14.8,9.25,23.1666666667,5.8916666667,18.3333333333,15.55,31.3083333333,9.1583333333,12.1083333333,26.3583333333,19.7142857143,23.08125,15.7125,14.33125,15.93125,10.05,16.8375,17.43125,22.8375,6.38125,25.2875,20.09375,10.0266666667,13.1875,27.86875,19.5625,9.79375,,9.4675,14.83,23.0566666667,28.8783333333,5.8916666667,18.3375,18.9833333333,36.3166666667
