date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
02-10,2.1,7.12,11.73,3.1090909091,13.6083333333,3.25,6.2,8.1,7.1666666667,3.7416666667,5.55,6.9666666667,12.375,5.775,7.6,1.5153846154,6.9538461538,7.8692307692,1.8769230769,0.0714285714,4.4571428571,2.5642857143,1.9142857143,4.2714285714,8.2357142857,0.1428571429,4.7142857143,9.6428571429,8.8,14.2888888889,4.1388888889,3.9222222222,4.4833333333,1.9611111111,1.2833333333,6.1666666667,5.9555555556,0.3444444444,4.6555555556,4.4555555556,3.1176470588,3.3666666667,8.0444444444,6.6,0.0333333333,0.3666666667,1.3761538462,3.2733333333,6.9641025641,9.3057142857,0.0333333333,4.5833333333,4.6555555556,14.2888888889,
02-11,2.1818181818,8.5,11.89,3.0636363636,13.775,3.3,6.0666666667,8.0583333333,7.1583333333,3.7,5.5166666667,7.5166666667,12.5166666667,5.7916666667,7.5230769231,1.4076923077,6.8615384615,7.8769230769,1.8538461538,0.0714285714,4.5,2.5285714286,1.9928571429,4.2714285714,8.4857142857,0.1285714286,4.6214285714,9.6,9.0125,14.3333333333,4.1111111111,3.8166666667,4.7555555556,1.9,1.2555555556,5.9611111111,5.6833333333,0.3388888889,4.65,4.6222222222,2.9941176471,3.2888888889,8.0222222222,6.7,0.0333333333,0.3166666667,1.3164102564,3.2911111111,7.098974359,9.365,0.0333333333,4.6166666667,4.65,14.3333333333,
02-12,2.2,8.73,11.94,3.0454545455,13.8166666667,3.3333333333,5.9416666667,7.9833333333,7.05,3.7,5.2333333333,7.7166666667,12.5916666667,5.8,7.4923076923,1.2769230769,6.8,7.8769230769,1.7769230769,0.0714285714,4.5,2.4857142857,2.0214285714,4.2642857143,8.8571428571,0.1142857143,4.8785714286,9.5428571429,9.05625,14.3444444444,4.1111111111,3.6777777778,4.9222222222,1.8277777778,1.25,5.7166666667,5.3833333333,0.3333333333,4.6888888889,4.8,2.8882352941,3.2,8.0166666667,6.65,0.0277777778,0.2833333333,1.2607692308,3.2266666667,7,9.3482142857,0.0277777778,4.6555555556,4.8785714286,14.3444444444,
02-13,2.1909090909,8.7,12.17,3.0363636364,13.8833333333,3.325,5.875,7.9,7.0166666667,3.6666666667,5.2,7.8666666667,12.5916666667,5.7916666667,7.4923076923,1.2,6.7923076923,7.8846153846,1.8307692308,0.1785714286,4.5214285714,2.3928571429,2.1071428571,4.25,8.9571428571,0.1142857143,4.8,9.5,9.0375,14.3333333333,4.0833333333,3.7611111111,4.9277777778,1.7666666667,1.2277777778,5.5333333333,5.3333333333,0.7555555556,4.8555555556,4.8055555556,2.8470588235,3.1722222222,8.0111111111,6.6944444444,0.0555555556,0.2111111111,1.2111111111,3.2027777778,6.9717948718,9.315,0.0555555556,4.6277777778,4.8555555556,14.3333333333,
02-14,2.1545454545,8.7,12.25,2.9636363636,13.8416666667,3.3166666667,5.7083333333,7.8166666667,6.8666666667,3.6,5.0166666667,9.2333333333,12.6,5.8,7.8538461538,1.1307692308,6.8692307692,7.9076923077,1.8384615385,0.1714285714,5.0642857143,2.3214285714,2.2642857143,4.2642857143,8.8,0.1071428571,5.2285714286,9.4642857143,9.05,14.3277777778,4.0222222222,3.7944444444,4.9555555556,1.6666666667,1.1888888889,5.3777777778,5.1833333333,0.8722222222,4.8555555556,4.7888888889,3.1588235294,3.1222222222,8.1222222222,6.6722222222,0.4388888889,0.55,1.154017094,3.1903921569,6.8687179487,9.3719047619,0.1071428571,4.7333333333,5.0166666667,14.3277777778,
02-15,2.1454545455,8.75,12.31,2.9181818182,13.8083333333,3.35,5.7,7.8083333333,6.8416666667,4.05,4.8416666667,9.2416666667,13.125,5.7916666667,8.4692307692,0.9230769231,6.8769230769,8.1538461538,1.8384615385,0.1214285714,5.2714285714,2.25,2.1785714286,4.2714285714,8.7142857143,0.1142857143,5.2142857143,9.4928571429,9.05,14.3111111111,3.95,4.1611111111,4.9388888889,1.5333333333,1.15,5.2333333333,5.05,1.2055555556,4.6833333333,4.7611111111,3.2888888889,3.0166666667,9.2555555556,6.6111111111,1.0444444444,0.4222222222,1.1722222222,3.3011111111,6.8698717949,9.3979365079,0.1142857143,4.7111111111,4.9388888889,14.3111111111,
02-16,2.0363636364,8.7,12.35,2.9090909091,13.6166666667,3.8583333333,5.7333333333,7.7666666667,6.8083333333,4.1166666667,4.6333333333,9.6166666667,13.4166666667,5.75,8.6923076923,0.7384615385,6.8615384615,9.2230769231,1.7846153846,0.1071428571,5.2214285714,2.1714285714,2.1142857143,4.25,8.6285714286,0.0928571429,5.2571428571,10.1785714286,9.09375,14.2833333333,3.8444444444,4.1611111111,4.9166666667,1.4055555556,1.0833333333,5.0833333333,4.9166666667,1.2444444444,4.3444444444,4.6833333333,3.3,3,9.3666666667,6.5777777778,1.0111111111,0.3666666667,1.1477777778,3.4088888889,6.8508974359,9.9538095238,0.0928571429,4.6555555556,4.9166666667,14.2833333333,
02-17,1.8818181818,8.63,12.31,2.9090909091,13.2666666667,3.8333333333,5.7583333333,7.7,6.725,4.1833333333,4.4833333333,9.7583333333,13.4666666667,5.7083333333,8.7076923077,0.6307692308,6.8076923077,9.2923076923,1.7384615385,0.1357142857,5.2214285714,2.1,1.9857142857,4.2357142857,8.4357142857,0.0857142857,5.2428571429,10.1857142857,9.16875,14.2555555556,3.7277777778,4.2222222222,4.9055555556,1.2666666667,1.0777777778,4.8666666667,4.7722222222,1.2111111111,4.4555555556,4.5777777778,3.5352941176,3.0277777778,9.3444444444,6.5111111111,0.9777777778,0.4777777778,1.1311111111,3.5737908497,6.7911538462,10.0147619048,0.0857142857,4.6388888889,4.7722222222,14.2555555556,
02-18,1.7909090909,8.62,12.24,2.9090909091,13.1916666667,3.6666666667,5.7916666667,7.6833333333,6.6833333333,4.3083333333,4.7583333333,9.7416666667,13.5,5.9833333333,8.6384615385,0.5692307692,6.7538461538,9.5230769231,1.6615384615,0.1857142857,5.2714285714,2.05,1.9357142857,4.2071428571,8.3785714286,0.0928571429,5.2785714286,10.1428571429,9.425,14.2277777778,3.5666666667,4.1833333333,4.8,1.1666666667,1.0611111111,4.6166666667,4.6666666667,1.1055555556,4.7166666667,4.4388888889,3.5823529412,3.05,9.3277777778,6.4277777778,0.9055555556,0.7888888889,1.0788888889,3.5698039216,6.7397435897,9.9823809524,0.0928571429,4.5555555556,4.7166666667,14.2277777778,
02-19,1.5909090909,8.66,12.28,2.9090909091,13.1583333333,3.4,5.825,7.6916666667,6.6083333333,4.7416666667,4.7166666667,9.6916666667,13.7083333333,6.5083333333,8.4615384615,0.5307692308,6.6923076923,9.5384615385,1.6076923077,0.2,5.2571428571,2.0285714286,1.8642857143,4.1285714286,8.2928571429,0.0928571429,5.2571428571,10.1142857143,9.43125,14.1722222222,3.5444444444,4.1277777778,4.7722222222,1.0666666667,1.0333333333,4.4,4.9,1.1,5.2055555556,4.3222222222,3.5647058824,3.0777777778,9.3444444444,6.3666666667,0.85,1.4222222222,1.0466666667,3.4288888889,6.6755128205,9.9452380952,0.0928571429,4.55,4.7722222222,14.1722222222,
02-20,1.4,8.83,12.27,2.9272727273,13.1916666667,2.9666666667,5.975,7.7166666667,6.55,5.3666666667,4.6083333333,9.6583333333,14.15,6.8666666667,8.3153846154,0.4769230769,6.6384615385,9.5923076923,1.4538461538,0.1642857143,5.1857142857,2.0285714286,1.8142857143,4.0785714286,8.9928571429,0.0857142857,5.5,10.0642857143,9.4375,14.1611111111,4.8777777778,4.1611111111,4.8,0.9833333333,1,4.1,5.2277777778,1.4333333333,5.2722222222,4.1722222222,3.5294117647,3.0833333333,9.3333333333,6.2388888889,0.7611111111,1.5666666667,0.99,3.1725490196,6.821025641,9.9019047619,0.0857142857,4.7055555556,5.1857142857,14.1611111111,
02-21,1.2818181818,8.65,12.2,2.9272727273,13.2333333333,2.6333333333,6.0666666667,7.7416666667,6.45,5.3583333333,4.5333333333,9.6416666667,14.7416666667,6.9083333333,8.0769230769,0.4461538462,6.5769230769,9.7692307692,1.2846153846,0.1785714286,5.1285714286,1.9714285714,1.8357142857,4.0642857143,9.2142857143,0.0857142857,5.5642857143,10.3714285714,9.4,14.4777777778,5.2722222222,4.1277777778,5.3611111111,0.9222222222,0.9666666667,3.7611111111,5.1333333333,1.4611111111,5.4555555556,4.0388888889,3.4352941176,3.0111111111,9.3277777778,6.1388888889,0.6833333333,1.7388888889,0.94,3.0959477124,6.8420512821,10.1305494505,0.0857142857,4.7555555556,5.2722222222,14.7416666667,
02-22,1.1818181818,8.43,12.08,2.9545454545,13.4916666667,2.4666666667,6.0916666667,7.6333333333,6.3583333333,5.3166666667,4.4666666667,9.5416666667,14.8916666667,6.925,7.9769230769,0.4384615385,6.5846153846,9.7923076923,1.1307692308,0.3571428571,5.0785714286,1.9071428571,1.8071428571,4.0714285714,9.35,0.0857142857,5.5857142857,10.6,9.34375,15.0166666667,5.3,4.0166666667,5.4166666667,0.8888888889,0.9111111111,3.4666666667,4.9666666667,1.5055555556,7.2222222222,3.8833333333,3.3588235294,3.0055555556,9.55,6.0333333333,0.6333333333,1.75,0.8977777778,3.0762091503,7.1627777778,10.2769230769,0.0857142857,4.7611111111,5.3,15.0166666667,
02-23,1.1363636364,8.22,12.01,2.9454545455,13.5666666667,2.25,6.0833333333,7.4,6.1416666667,5.25,4.4,9.3833333333,14.9666666667,6.95,7.8692307692,0.5,6.5538461538,9.8153846154,1.0230769231,0.3142857143,5.0357142857,1.7928571429,1.8428571429,4.1571428571,9.5785714286,0.0785714286,5.5714285714,11.4357142857,9.21875,15.8555555556,5.2833333333,3.9555555556,5.4111111111,0.8277777778,0.9388888889,3.2222222222,4.7777777778,1.4277777778,7.9666666667,4.2222222222,3.2882352941,3.2222222222,10.3833333333,5.9,0.6,1.7333333333,0.8722222222,3.2222222222,7.31,11.0147619048,0.0785714286,4.7277777778,5.25,15.8555555556,
02-24,1.0818181818,7.98,11.89,2.9454545455,13.6083333333,2.1666666667,6.775,7.1083333333,5.8083333333,5.1833333333,4.3916666667,9.3416666667,14.9583333333,6.9416666667,7.6307692308,0.5076923077,6.4769230769,9.8307692308,0.9307692308,0.3785714286,4.9714285714,1.65,1.8357142857,4.6214285714,9.5857142857,0.0857142857,5.5142857143,11.5857142857,8.89375,15.9166666667,5.2611111111,3.8277777778,5.4444444444,0.7888888889,1.4611111111,3.0833333333,4.7611111111,1.5388888889,7.9833333333,4.3388888889,3.1705882353,4.1055555556,10.85,5.8166666667,0.5166666667,1.5555555556,0.8456410256,3.1007843137,7.075,11.2914285714,0.0857142857,4.6944444444,5.1833333333,15.9166666667,
02-25,1.0181818182,8.07,11.79,2.9363636364,13.6333333333,2.025,8.3,6.8333333333,5.575,5.075,4.35,9.2666666667,15.3833333333,6.9916666667,7.5615384615,0.5384615385,6.3769230769,10.9,0.8769230769,0.5857142857,4.9142857143,1.5214285714,1.8214285714,4.6285714286,9.5428571429,0.0857142857,5.5,11.6571428571,8.5625,15.9388888889,5.2388888889,3.7166666667,5.4888888889,0.7277777778,1.4444444444,2.9555555556,4.7,1.5611111111,7.9888888889,4.2444444444,3.0470588235,4.1111111111,10.9555555556,5.6333333333,0.3888888889,1.3111111111,0.7874358974,2.9738562092,7.4475641026,11.3765079365,0.0857142857,4.6166666667,5.075,15.9388888889,
02-26,1.2363636364,8.14,11.69,2.9363636364,13.6,1.9333333333,9.15,6.4583333333,5.2583333333,4.9333333333,4.3166666667,9.1416666667,15.3916666667,6.975,7.4153846154,0.8692307692,6.7615384615,11.1230769231,0.7923076923,0.5428571429,5.0857142857,1.35,3.0285714286,4.6142857143,9.6928571429,0.0785714286,5.5928571429,11.5928571429,8.20625,15.9277777778,5.2222222222,3.5888888889,5.4888888889,0.6611111111,1.4277777778,2.7388888889,4.6055555556,1.55,7.9333333333,4.1944444444,2.9764705882,4.1055555556,10.9444444444,5.3222222222,0.2833333333,0.9777777778,0.8230769231,2.9868907563,7.3273076923,11.4049450549,0.0785714286,4.65,5.0857142857,15.9277777778,
02-27,1.5,8.17,11.62,2.9181818182,13.4416666667,1.85,9.225,6.0916666667,4.7333333333,4.775,4.2833333333,9.0583333333,15.3416666667,6.95,7.2538461538,1.8230769231,6.8615384615,11.1538461538,0.7538461538,0.5428571429,5.2928571429,1.2785714286,3.8857142857,4.6428571429,9.8071428571,0.0857142857,5.5642857143,11.5357142857,7.90625,15.9555555556,5.3333333333,3.4444444444,5.4388888889,0.5888888889,1.3555555556,2.5055555556,4.5777777778,1.5666666667,7.8333333333,4.1111111111,2.9235294118,4.0666666667,11.5,5.1555555556,0.2444444444,0.6833333333,0.9637362637,3.0277124183,7.1930769231,11.5214285714,0.0857142857,4.65,4.775,15.9555555556,
02-28,1.5,8.02,11.57,2.9181818182,13.325,1.6916666667,9.2833333333,5.75,4.375,4.6833333333,4.3166666667,8.925,15.3416666667,6.9083333333,7.1538461538,1.8615384615,8.2307692308,11.1230769231,0.7,0.4857142857,5.6071428571,1.1357142857,4.7285714286,5.35,9.85,0.0571428571,5.5071428571,11.4285714286,7.5875,16.0111111111,5.7666666667,3.45,5.4166666667,0.5111111111,1.3888888889,2.3277777778,5.7055555556,1.6833333333,7.7055555556,4.0222222222,2.8411764706,4.0611111111,11.55,4.8333333333,0.2111111111,0.4944444444,0.8742857143,3.0245454545,7.5007692308,11.5014285714,0.0571428571,4.9888888889,5.35,16.0111111111,
02-29,,,,2.7454545455,,,,5.425,,,,8.75,,,,1.8615384615,,,,0.4357142857,,,,5.5428571429,,,,11.2071428571,,,,3.7277777778,,,,2.1111111111,,,,3.9388888889,,,,4.7055555556,,,0.8742857143,3.0245454545,7.5007692308,11.5014285714,0.0571428571,5.05,5.35,16.0111111111,
03-01,1.6636363636,7.72,11.37,2.7363636364,13.225,1.625,9.3333333333,4.9833333333,4.1416666667,4.6083333333,6.3166666667,8.4666666667,15.9833333333,6.875,7.0846153846,1.8230769231,8.8692307692,11.1153846154,0.6230769231,0.4428571429,6.0071428571,1.0642857143,5.1571428571,5.5571428571,9.7714285714,0,5.4642857143,11,7.35625,16.2611111111,5.7833333333,3.75,5.3888888889,0.5944444444,1.9611111111,1.9333333333,6.7055555556,1.8111111111,7.5555555556,3.8111111111,2.6555555556,4.0333333333,11.5666666667,4.5111111111,0.1833333333,0.35,0.7995604396,2.9390909091,7.3019230769,11.2681538462,0,5.0722222222,5.3888888889,16.2611111111,6.6285714286
03-02,2,7.43,11.18,2.5545454545,13.1,1.6083333333,9.2916666667,4.8833333333,4,4.5333333333,9.25,8.2583333333,16.1416666667,6.7583333333,7.0384615385,1.7923076923,8.8692307692,11.0769230769,0.5307692308,0.5142857143,6.0214285714,1.0142857143,5.3714285714,5.6,9.65,0,5.4571428571,10.8,7.05,16.2555555556,5.7111111111,3.6666666667,5.2666666667,1.2777777778,2.2666666667,1.7888888889,6.7222222222,1.7888888889,7.4111111111,3.7222222222,2.6555555556,3.8444444444,12.95,4.2944444444,0.1777777778,0.2777777778,1.1196825397,2.8577777778,7.3388888889,11.1387692308,0,5.1833333333,5.3714285714,16.2555555556,
03-03,2.9090909091,7.03,11.33,2.3909090909,12.9833333333,1.6,9.1916666667,4.875,4.35,4.3833333333,9.3416666667,8.8166666667,16.1416666667,6.6,6.8,1.7615384615,8.9692307692,11.0307692308,0.4769230769,0.5,5.9928571429,1,5.5428571429,5.7714285714,9.5357142857,0,5.3071428571,10.75,6.6375,16.2555555556,5.5944444444,3.5722222222,5.0944444444,1.1944444444,2.7388888889,1.6277777778,6.6666666667,1.7777777778,7.3055555556,3.7388888889,2.5777777778,3.7222222222,13.1,4.1333333333,0.1777777778,0.2388888889,1.0777777778,3.0417171717,6.984,11.2103076923,0,5.15,5.3071428571,16.2555555556,
03-04,3.1181818182,6.77,12.23,2.2909090909,13.0083333333,1.5833333333,9.0416666667,4.8083333333,5,4.2083333333,9.2666666667,9.1083333333,16.125,6.375,6.5846153846,1.7076923077,8.8769230769,10.9769230769,0.4,0.4142857143,5.9142857143,0.9357142857,5.5714285714,5.9071428571,9.5357142857,0,5.2428571429,10.75,6.3125,16.1833333333,5.3944444444,3.4555555556,4.9222222222,1.0833333333,2.7277777778,1.5111111111,6.5888888889,1.7277777778,6.9555555556,3.6777777778,2.5,3.5,13.1222222222,3.9444444444,0.4722222222,0.2111111111,0.9947619048,3.1856565657,6.7337777778,11.7287692308,0,4.9666666667,5.2428571429,16.1833333333,
03-05,3.1363636364,6.53,12.56,2.2909090909,12.9583333333,1.5416666667,8.9833333333,4.6833333333,4.9833333333,3.9083333333,9.0833333333,9.525,16.075,6.15,6.3076923077,1.6230769231,8.7461538462,10.8307692308,0.3615384615,0.4571428571,5.9214285714,0.9071428571,5.7,6.3571428571,9.3928571429,0,5.2285714286,10.6928571429,5.99375,16.0666666667,5.2555555556,3.3555555556,4.6888888889,1.05,2.6111111111,1.35,6.45,1.6555555556,6.7333333333,3.5611111111,2.5277777778,3.6722222222,13.0666666667,3.85,0.3888888889,0.2055555556,0.9642857143,3.1802020202,6.514,11.8683076923,0,4.8444444444,5.2285714286,16.075,
03-06,4.1909090909,6.34,12.59,2.3,12.7833333333,1.4833333333,8.9166666667,4.5,4.8916666667,3.8416666667,8.8416666667,9.3916666667,15.9583333333,5.875,6.1230769231,1.3692307692,8.6769230769,10.7692307692,0.3538461538,1.3785714286,5.8785714286,0.8857142857,5.7642857143,6.6285714286,9.8285714286,0,5.1428571429,10.6,5.8625,16,5.1611111111,3.2111111111,4.5,0.9555555556,2.6166666667,1.2277777778,6.3444444444,1.5888888889,6.5388888889,3.3777777778,2.4277777778,3.9111111111,12.9777777778,3.6944444444,0.3722222222,0.2,1.0644444444,3.2444444444,6.5,11.8616923077,0,4.6722222222,5.1428571429,16,
03-07,4.4181818182,6.15,12.57,2.3545454545,12.7416666667,1.3833333333,8.8583333333,4.225,4.525,3.8,8.6916666667,9.275,15.8416666667,5.6916666667,6.0230769231,1.2461538462,8.5692307692,11.4307692308,0.3,2.4714285714,5.9357142857,0.8857142857,5.7285714286,6.5,9.8857142857,0.0357142857,4.8142857143,10.5,5.9,16.0888888889,5.0777777778,3.0944444444,4.2555555556,0.8833333333,2.5555555556,1.1444444444,6.2444444444,1.5222222222,6.3111111111,3.1888888889,2.2,3.9388888889,12.8333333333,3.6333333333,0.5166666667,0.1944444444,0.9892063492,3.1133333333,6.2977777778,12.1143076923,0.0357142857,4.5611111111,4.8142857143,16.0888888889,
03-08,4.4909090909,5.8,12.54,2.2727272727,12.65,1.1833333333,8.825,4.1083333333,4.1083333333,3.6916666667,8.6166666667,9.7,15.625,5.8833333333,5.9,1.1230769231,8.4076923077,11.5923076923,0.3769230769,2.7,6.2428571429,0.9,5.6071428571,6.3285714286,9.7,0.0357142857,4.5142857143,10.3285714286,5.775,16.8611111111,5.1055555556,2.9777777778,3.9722222222,0.8,2.4333333333,1.0611111111,6.1611111111,1.4666666667,6.0777777778,2.9333333333,2.0333333333,3.95,12.6888888889,3.7111111111,1.6222222222,0.2111111111,1.0858974359,2.9422222222,6.2265079365,12.1609230769,0.0357142857,4.5222222222,4.5142857143,16.8611111111,
03-09,4.5272727273,5.65,12.38,2.2545454545,12.4833333333,1.1166666667,8.85,3.95,3.5583333333,3.5,8.525,10.7,15.4416666667,5.8583333333,5.6846153846,0.9692307692,8.2846153846,11.6923076923,0.3230769231,2.7714285714,6.1857142857,0.9714285714,5.4357142857,6,9.4071428571,0.0571428571,4.1142857143,10.0214285714,5.60625,17.0833333333,5,2.9222222222,5.3833333333,0.7722222222,2.2888888889,1.0333333333,5.9722222222,1.3222222222,6.1055555556,2.8166666667,1.9117647059,3.9777777778,12.4888888889,3.7277777778,1.5944444444,0.2,0.9961904762,2.8377777778,6.0844444444,12.1049230769,0.0571428571,4.6833333333,5,17.0833333333,
03-10,4.4818181818,5.27,12.16,2.2181818182,11.8333333333,1.1083333333,8.6833333333,3.8833333333,2.9333333333,3.55,8.4166666667,10.9416666667,15.0916666667,5.7166666667,5.4384615385,0.8461538462,8.1230769231,11.6615384615,0.2846153846,2.6928571429,6.1928571429,0.9428571429,5.2785714286,5.6571428571,9.0928571429,0.1357142857,3.6785714286,9.8714285714,5.5625,17.7777777778,4.8444444444,2.85,5.7222222222,0.7222222222,2.1166666667,0.9888888889,5.65,1.1944444444,6.05,2.6333333333,1.8235294118,3.9722222222,12.3277777778,3.7333333333,1.5111111111,0.2055555556,0.9612698413,2.7242857143,5.9844444444,11.7646153846,0.1357142857,4.5777777778,4.8444444444,17.7777777778,
03-11,4.6272727273,4.87,11.68,2.1181818182,10.8833333333,1.9166666667,8.5583333333,3.8333333333,2.4666666667,3.8416666667,8.275,10.9416666667,14.9,5.4916666667,5.2,0.7230769231,7.9384615385,11.5384615385,0.2692307692,2.6142857143,6.7142857143,0.9142857143,5.0714285714,5.1928571429,8.6928571429,0.4785714286,3.4,9.6285714286,5.40625,18.1722222222,4.5055555556,2.7833333333,5.65,0.65,1.9,0.9222222222,5.2888888889,1.1444444444,5.9166666667,2.5388888889,1.7470588235,4.0166666667,12.1777777778,3.6166666667,1.2833333333,0.1888888889,0.9174603175,2.553968254,5.8633333333,11.2997435897,0.2692307692,4.4055555556,4.6272727273,18.1722222222,
03-12,4.6272727273,4.64,11.34,2.0272727273,10.3416666667,2.2333333333,8.275,3.7833333333,2.0916666667,4.55,8.2833333333,10.8083333333,14.5666666667,5.4166666667,5.6307692308,0.6769230769,7.7076923077,11.3384615385,0.2153846154,2.4642857143,7,0.8285714286,4.7714285714,4.9142857143,8.3285714286,2.5571428571,3.0071428571,9.25,5.20625,18.1777777778,4.1944444444,2.7,5.4944444444,0.5777777778,1.6333333333,0.8388888889,4.9777777778,1,6.0444444444,2.1444444444,1.9470588235,4.0055555556,11.7722222222,3.3833333333,1.3166666667,0.1277777778,0.9033333333,2.4828571429,5.9617094017,11.1264102564,0.2153846154,4.3,4.6272727273,18.1777777778,
03-13,4.6727272727,4.81,10.91,1.8636363636,10.175,2.7166666667,7.9916666667,3.75,1.8083333333,4.8583333333,8.2416666667,10.6416666667,14.45,5.3666666667,5.5923076923,0.5923076923,7.4384615385,11.0923076923,0.2076923077,2.2785714286,6.9857142857,0.7,4.5,4.6928571429,7.85,2.9428571429,2.6571428571,8.7785714286,5.09375,18.1444444444,3.9,2.5722222222,5.1611111111,0.5611111111,1.4611111111,0.7888888889,4.6722222222,0.8555555556,6.6888888889,1.9,2.2941176471,3.9666666667,11.2222222222,3.2666666667,1.3111111111,0.0722222222,0.8155555556,2.5892063492,6.4695726496,10.8026666667,0.2076923077,4.1111111111,4.6722222222,18.1444444444,
03-14,4.9363636364,5.03,10.44,1.7636363636,10.1416666667,2.8916666667,7.75,3.7083333333,1.55,5.0166666667,7.925,10.4916666667,13.9916666667,5.2416666667,5.3307692308,0.9,7.1846153846,10.9076923077,0.1769230769,2.0571428571,6.8428571429,0.5142857143,4.2214285714,4.3428571429,7.3785714286,2.9285714286,2.2857142857,8.2785714286,5.05,18,3.6111111111,2.4111111111,4.8444444444,0.5277777778,1.2666666667,0.7666666667,4.35,0.7388888889,7.55,2.1833333333,2.7764705882,3.8222222222,10.8944444444,3.5166666667,1.8666666667,0.0333333333,0.82,2.4841830065,6.5404395604,10.471,0.1769230769,3.95,4.3428571429,18,
03-15,4.9727272727,5.16,10.21,1.6363636364,10.1416666667,3.1583333333,7.35,3.6916666667,1.425,4.975,8.075,10.2,13.825,4.825,5.1461538462,0.8307692308,6.8384615385,11.2461538462,0.1384615385,1.7285714286,6.6928571429,0.4428571429,3.9071428571,3.9142857143,7.3571428571,2.95,1.9714285714,7.8285714286,5,17.8333333333,3.3944444444,2.2388888889,4.5277777778,0.5666666667,1.1666666667,0.7111111111,3.9888888889,0.6388888889,7.6,2.1055555556,2.8,3.65,10.5833333333,3.6333333333,2.2166666667,0,0.758974359,2.3511111111,6.3862857143,10.206,0.1384615385,3.7388888889,3.9142857143,17.8333333333,
03-16,4.9,5.43,10.14,1.4909090909,10.5333333333,3.225,8.0666666667,3.4666666667,1.2416666667,4.9083333333,8.6,9.925,13.3166666667,4.4916666667,4.9461538462,0.7923076923,6.4307692308,11.3923076923,0.1,1.4,6.5285714286,0.3857142857,3.6785714286,3.5142857143,7.4785714286,2.7428571429,1.7214285714,7.6214285714,4.8625,17.7055555556,3.0833333333,2.0277777778,4.1611111111,0.5055555556,1.0555555556,0.7055555556,3.6555555556,0.6611111111,7.5277777778,1.9833333333,2.7222222222,3.2722222222,11.0666666667,4.5166666667,2.4055555556,0,0.7402564103,2.4688888889,6.2306153846,10.376,0.1,3.5111111111,3.6785714286,17.7055555556,
03-17,4.8181818182,5.56,9.9,1.4,10.4666666667,4.0333333333,8.4833333333,3.375,1.0833333333,4.825,8.7166666667,9.5583333333,12.9083333333,4.0083333333,4.6307692308,0.6769230769,5.9307692308,11.2,0.1461538462,1.1357142857,6.3928571429,0.3714285714,4.2857142857,3.2142857143,7.3785714286,2.6857142857,1.4357142857,7.6071428571,4.59375,17.5388888889,2.7611111111,1.8277777778,3.7666666667,0.5055555556,0.9333333333,0.6833333333,3.3166666667,0.6111111111,7.3111111111,1.8111111111,2.9588235294,2.9777777778,11.0333333333,4.4666666667,2.1944444444,0,0.6794871795,2.2926984127,5.8566153846,10.24,0.1461538462,3.2722222222,4.0083333333,17.5388888889,
03-18,4.6090909091,5.58,10.29,1.2454545455,10.3666666667,4.3166666667,8.5,3.3416666667,0.9333333333,4.7666666667,8.825,9.475,12.3583333333,3.5333333333,4.4538461538,0.5923076923,5.6153846154,11,0.2153846154,0.8785714286,6.2642857143,0.3214285714,5.0214285714,2.8857142857,7.2142857143,2.5428571429,1.1785714286,7.6071428571,4.2375,17.2166666667,2.4944444444,1.7,3.4,0.5,0.8166666667,0.6611111111,3.0222222222,0.5777777778,7.0888888889,1.6555555556,2.8764705882,2.8055555556,10.9555555556,4.45,1.9833333333,0,0.6198290598,2.0855555556,5.6083076923,10.336,0.2153846154,3.0222222222,3.5333333333,17.2166666667,
03-19,4.4272727273,6.05,11.24,1.1454545455,10.3083333333,4.3583333333,8.3916666667,3.3083333333,0.775,4.4583333333,8.7916666667,9.45,11.8916666667,3.2666666667,4.2846153846,0.5615384615,5.1615384615,11.0769230769,0.2076923077,0.7214285714,6.0285714286,0.3714285714,5.1928571429,2.5071428571,6.9714285714,2.4285714286,0.9214285714,7.4571428571,3.86875,16.8055555556,2.2777777778,3.1388888889,3.1055555556,0.4777777778,0.7222222222,0.6333333333,2.6166666667,0.6,6.8333333333,2.7722222222,2.6705882353,2.65,10.7777777778,4.8944444444,1.8055555556,0,0.6133333333,2.4442857143,5.8614285714,10.59,0.2076923077,3.1944444444,3.3083333333,16.8055555556,
03-20,4.3090909091,6.14,11.84,0.8545454545,10.3333333333,4.2666666667,8.275,3.2916666667,0.6666666667,4.1,9.3583333333,9.1916666667,11.475,3.2166666667,4.0461538462,0.5384615385,4.6692307692,10.9230769231,0.1307692308,0.6285714286,5.6714285714,0.3357142857,5.1571428571,2.1285714286,7.3214285714,2.5214285714,0.7928571429,7.0642857143,3.475,16.5722222222,2.1,3.3222222222,2.8611111111,0.45,0.6555555556,0.6,2.3111111111,0.5666666667,6.5166666667,3.1722222222,2.4647058824,2.5555555556,10.7444444444,4.8388888889,1.7111111111,0,0.58,2.1650793651,5.5685714286,10.58,0.1307692308,3.1222222222,3.3222222222,16.5722222222,
